"Etot =" 	 -4585.1049 
"Etot =" 	 -4573.5326 
"Etot =" 	 -4548.1223 
"Etot =" 	 -4525.341 
"Etot =" 	 -4542.8995 
"Etot =" 	 -4550.9376 
"Etot =" 	 -4543.8652 
"Etot =" 	 -4570.4109 
"Etot =" 	 -4550.4225 
"Etot =" 	 -4585.2078 
"Etot =" 	 -4577.3788 
"Etot =" 	 -4583.5594 
"Etot =" 	 -4605.5086 
"Etot =" 	 -4615.42 
"Etot =" 	 -4583.6069 
"Etot =" 	 -4534.2492 
"Etot =" 	 -4571.4911 
"Etot =" 	 -4580.2937 
"Etot =" 	 -4555.4327 
"Etot =" 	 -4567.5687 
"Etot =" 	 -4566.0038 
"Etot =" 	 -4547.9737 
"Etot =" 	 -4603.6717 
"Etot =" 	 -4611.0889 
"Etot =" 	 -4694.2189 
"Etot =" 	 -4678.6558 
"Etot =" 	 -4679.2889 
"Etot =" 	 -4650.4214 
"Etot =" 	 -4637.4849 
"Etot =" 	 -4677.2461 
"Etot =" 	 -4659.6974 
"Etot =" 	 -4592.83 
"Etot =" 	 -4622.1237 
"Etot =" 	 -4626.0868 
"Etot =" 	 -4614.5996 
"Etot =" 	 -4625.5348 
"Etot =" 	 -4569.7752 
"Etot =" 	 -4625.0792 
"Etot =" 	 -4653.4614 
"Etot =" 	 -4637.6852 
"Etot =" 	 -4643.8673 
"Etot =" 	 -4619.5255 
"Etot =" 	 -4663.3843 
"Etot =" 	 -4631.8386 
"Etot =" 	 -4680.3524 
"Etot =" 	 -4722.1579 
"Etot =" 	 -4696.5022 
"Etot =" 	 -4729.6126 
"Etot =" 	 -4703.1835 
"Etot =" 	 -4707.8668 
"Etot =" 	 -4660.0768 
"Etot =" 	 -4673.0967 
"Etot =" 	 -4656.3795 
"Etot =" 	 -4627.921 
"Etot =" 	 -4599.7806 
"Etot =" 	 -4648.8831 
"Etot =" 	 -4649.4773 
"Etot =" 	 -4665.3345 
"Etot =" 	 -4693.9727 
